language_script	language	language_name	script	new_length	resource_bucket	resource_label	in_min30k_candidate_pool	table3_known_task_list_count	task_list_tasks	actionable_task_count	actionable_tasks	has_tatoeba_list	has_tatoeba_local	has_bible_list	bible_flag_head_tail	has_bible_source_ready	bible_shared_verses	bible_source_file	has_ner_list	has_ner_local	has_pos_list	has_pos_local	has_roundtrip_local_jsonl	has_roundtrip_bible_proxy	text_classification_status
scn_Latn	scn	Sicilian	Latn	199068	100k_300k	low_100k_300k	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
dyu_Latn	dyu	Dyula	Latn	186367	100k_300k	low_100k_300k	yes	1	Bible	0	none	no	no	yes	0	no	0	/disk3/moon/paralleltext/bibles/corpus/dyu-x-bible.txt	no	no	no	no	no	no	not_available_locally_no_language_list
pau_Latn	pau	Palauan	Latn	190529	100k_300k	low_100k_300k	yes	1	Bible	0	none	no	no	yes	0	no	0		no	no	no	no	no	no	not_available_locally_no_language_list
yue_Hani	yue	Yue Chinese	Hani	484700	300k_1M	low_mid_300k_1M	yes	4	Tatoeba,Bible,NER,POS	4	Tatoeba,Bible,NER,RoundtripBibleProxy	yes	yes	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/yue-x-bible.txt	yes	yes	yes	no	no	yes	not_available_locally_no_language_list
jpn_Jpan	jpn		Jpan	510722	300k_1M	low_mid_300k_1M	no	4	Tatoeba,Bible,NER,POS	4	Tatoeba,Bible,NER,RoundtripBibleProxy	yes	yes	yes	1	yes	7921	/disk3/moon/paralleltext/bibles/corpus/jpn-x-bible-new.txt	yes	yes	yes	no	no	yes	not_available_locally_no_language_list
nds_Latn	nds	Low German	Latn	944715	300k_1M	low_mid_300k_1M	yes	4	Tatoeba,Bible,NER,POS	4	Tatoeba,Bible,NER,RoundtripBibleProxy	yes	yes	yes	0	yes	7939	/disk3/moon/paralleltext/bibles/corpus/nds-x-bible.txt	yes	yes	yes	no	no	yes	not_available_locally_no_language_list
tuk_Latn	tuk	Turkmen	Latn	649411	300k_1M	low_mid_300k_1M	yes	3	Tatoeba,Bible,NER	4	Tatoeba,Bible,NER,RoundtripBibleProxy	yes	yes	yes	0	yes	7906	/disk3/moon/paralleltext/bibles/corpus/tuk-x-bible-injil.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
sah_Cyrl	sah	Yakut	Cyrl	352697	300k_1M	low_mid_300k_1M	yes	3	Bible,NER,POS	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7806	/disk3/moon/paralleltext/bibles/corpus/sah-x-bible.txt	yes	yes	yes	no	no	yes	not_available_locally_no_language_list
pam_Latn	pam	Pampanga	Latn	303737	300k_1M	low_mid_300k_1M	yes	2	Tatoeba,Bible	3	Tatoeba,Bible,RoundtripBibleProxy	yes	yes	yes	0	yes	7929	/disk3/moon/paralleltext/bibles/corpus/pam-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
bar_Latn	bar	Bavarian	Latn	387070	300k_1M	low_mid_300k_1M	yes	2	Bible,NER	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7924	/disk3/moon/paralleltext/bibles/corpus/bar-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
min_Latn	min	Minangkabau	Latn	609065	300k_1M	low_mid_300k_1M	yes	2	Bible,NER	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7885	/disk3/moon/paralleltext/bibles/corpus/min-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
nan_Latn	nan	Min Nan Chinese	Latn	656389	300k_1M	low_mid_300k_1M	yes	2	Bible,NER	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7903	/disk3/moon/paralleltext/bibles/corpus/nan-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
oss_Cyrl	oss	Ossetian	Cyrl	683517	300k_1M	low_mid_300k_1M	yes	2	Bible,NER	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7938	/disk3/moon/paralleltext/bibles/corpus/oss-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
che_Cyrl	che	Chechen	Cyrl	728201	300k_1M	low_mid_300k_1M	yes	2	Bible,NER	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7915	/disk3/moon/paralleltext/bibles/corpus/che-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
chv_Cyrl	chv	Chuvash	Cyrl	859863	300k_1M	low_mid_300k_1M	yes	2	Bible,NER	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7836	/disk3/moon/paralleltext/bibles/corpus/chv-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
zsm_Latn	zsm	Standard Malay	Latn	859947	300k_1M	low_mid_300k_1M	yes	2	Tatoeba,Bible	3	Tatoeba,Bible,RoundtripLocal	yes	yes	yes	1	yes	7888	/disk3/moon/paralleltext/bibles/corpus/zsm-x-bible-goodnews.txt	no	no	no	no	yes	yes	not_available_locally_no_language_list
ckb_Arab	ckb	Central Kurdish	Arab	874441	300k_1M	low_mid_300k_1M	yes	2	Bible,NER	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/ckb-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
ido_Latn	ido	Ido	Latn	331239	300k_1M	low_mid_300k_1M	yes	2	Tatoeba,NER	2	Tatoeba,NER	yes	yes	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
seh_Latn	seh	Sena	Latn	300243	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	1954	/disk3/moon/paralleltext/bibles/corpus/seh-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
wal_Latn	wal	Wolaytta	Latn	309873	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7754	/disk3/moon/paralleltext/bibles/corpus/wal-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
bbc_Latn	bbc		Latn	310420	300k_1M	low_mid_300k_1M	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/bbc-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
quy_Latn	quy	Ayacucho Quechua	Latn	311040	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7920	/disk3/moon/paralleltext/bibles/corpus/quy-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
tsn_Latn	tsn	Tswana	Latn	350954	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/tsn-x-bible-1908.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
quz_Latn	quz	Cusco Quechua	Latn	354781	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7934	/disk3/moon/paralleltext/bibles/corpus/quz-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
ssw_Latn	ssw	Swati	Latn	356561	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7938	/disk3/moon/paralleltext/bibles/corpus/ssw-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
yap_Latn	yap	Yapese	Latn	358929	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7924	/disk3/moon/paralleltext/bibles/corpus/yap-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
chk_Latn	chk	Chuukese	Latn	380596	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/chk-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
bci_Latn	bci		Latn	384059	300k_1M	low_mid_300k_1M	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7903	/disk3/moon/paralleltext/bibles/corpus/bci-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
gug_Latn	gug	Paraguayan Guaraní	Latn	392227	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7903	/disk3/moon/paralleltext/bibles/corpus/gug-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
nzi_Latn	nzi		Latn	394247	300k_1M	low_mid_300k_1M	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7935	/disk3/moon/paralleltext/bibles/corpus/nzi-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
luo_Latn	luo	Luo (Kenya and Tanzania)	Latn	398974	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7922	/disk3/moon/paralleltext/bibles/corpus/luo-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
pon_Latn	pon	Pohnpeian	Latn	434522	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7921	/disk3/moon/paralleltext/bibles/corpus/pon-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
gil_Latn	gil	Gilbertese	Latn	434529	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7915	/disk3/moon/paralleltext/bibles/corpus/gil-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
cnh_Latn	cnh		Latn	436667	300k_1M	low_mid_300k_1M	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7914	/disk3/moon/paralleltext/bibles/corpus/cnh-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
kik_Latn	kik	Kikuyu	Latn	437228	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7930	/disk3/moon/paralleltext/bibles/corpus/kik-x-bible-2007.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
mos_Latn	mos	Mossi	Latn	437666	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/mos-x-bible-catholic.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
mfe_Latn	mfe		Latn	447435	300k_1M	low_mid_300k_1M	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7939	/disk3/moon/paralleltext/bibles/corpus/mfe-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
tdt_Latn	tdt	Tetun Dili	Latn	459818	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/tdt-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
kal_Latn	kal	Kalaallisut	Latn	462430	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	6271	/disk3/moon/paralleltext/bibles/corpus/kal-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
hin_Latn	hin	Hindi	Latn	466175	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/hin-x-bible-latin.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
kua_Latn	kua	Kuanyama	Latn	473535	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/kua-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
ndo_Latn	ndo	Ndonga	Latn	496613	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7935	/disk3/moon/paralleltext/bibles/corpus/ndo-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
crs_Latn	crs	Seselwa Creole French	Latn	508755	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/crs-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
lus_Latn	lus	Lushai	Latn	509250	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7779	/disk3/moon/paralleltext/bibles/corpus/lus-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
mah_Latn	mah	Marshallese	Latn	534614	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7928	/disk3/moon/paralleltext/bibles/corpus/mah-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
tzo_Latn	tzo	Tzotzil	Latn	540262	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7931	/disk3/moon/paralleltext/bibles/corpus/tzo-x-bible-1997.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
lug_Latn	lug	Ganda	Latn	566948	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/lug-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
tum_Latn	tum	Tumbuka	Latn	589857	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7936	/disk3/moon/paralleltext/bibles/corpus/tum-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
yua_Latn	yua		Latn	610052	300k_1M	low_mid_300k_1M	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7938	/disk3/moon/paralleltext/bibles/corpus/yua-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
tir_Ethi	tir	Tigrinya	Ethi	649117	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7386	/disk3/moon/paralleltext/bibles/corpus/tir-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
pis_Latn	pis	Pijin	Latn	714783	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7747	/disk3/moon/paralleltext/bibles/corpus/pis-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
toi_Latn	toi	Tonga (Zambia)	Latn	745385	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/toi-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
guw_Latn	guw		Latn	767918	300k_1M	low_mid_300k_1M	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/guw-x-bible-newworld.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
sag_Latn	sag	Sango	Latn	771048	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7939	/disk3/moon/paralleltext/bibles/corpus/sag-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
ven_Latn	ven	Venda	Latn	860249	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7908	/disk3/moon/paralleltext/bibles/corpus/ven-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
fij_Latn	fij	Fijian	Latn	887134	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/fij-x-bible-bau.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
rar_Latn	rar		Latn	894515	300k_1M	low_mid_300k_1M	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7919	/disk3/moon/paralleltext/bibles/corpus/rar-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
run_Latn	run	Rundi	Latn	943828	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/run-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
loz_Latn	loz		Latn	964418	300k_1M	low_mid_300k_1M	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/loz-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
pag_Latn	pag	Pangasinan	Latn	983637	300k_1M	low_mid_300k_1M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7929	/disk3/moon/paralleltext/bibles/corpus/pag-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
gsw_Latn	gsw	Swiss German	Latn	449240	300k_1M	low_mid_300k_1M	yes	2	Tatoeba,POS	1	Tatoeba	yes	yes	no		no	0		no	no	yes	no	no	no	not_available_locally_no_language_list
vol_Latn	vol	Volapük	Latn	310399	300k_1M	low_mid_300k_1M	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
lmo_Latn	lmo	Lombard	Latn	348135	300k_1M	low_mid_300k_1M	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
aym_Latn	aym	Aymara	Latn	373329	300k_1M	low_mid_300k_1M	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
roh_Latn	roh	Romansh	Latn	377067	300k_1M	low_mid_300k_1M	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
arg_Latn	arg	Aragonese	Latn	410683	300k_1M	low_mid_300k_1M	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
sco_Latn	sco	Scots	Latn	411591	300k_1M	low_mid_300k_1M	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
lvs_Latn	lvs	Standard Latvian	Latn	422952	300k_1M	low_mid_300k_1M	yes	1	Tatoeba	1	Tatoeba	yes	yes	no		no	0		no	no	no	no	no	no	not_available_locally_no_language_list
vec_Latn	vec	Venetian	Latn	514240	300k_1M	low_mid_300k_1M	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
lim_Latn	lim	Limburgan	Latn	652078	300k_1M	low_mid_300k_1M	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
que_Latn	que	Quechua	Latn	838486	300k_1M	low_mid_300k_1M	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
pnb_Arab	pnb	Western Panjabi	Arab	899895	300k_1M	low_mid_300k_1M	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
hyw_Armn	hyw	Western Armenian	Armn	679819	300k_1M	low_mid_300k_1M	yes	1	POS	0	none	no	no	no		no	0		no	no	yes	no	no	no	not_available_locally_no_language_list
fao_Latn	fao	Faroese	Latn	2365271	1M_10M	mid_1M_10M	yes	4	Tatoeba,Bible,NER,POS	4	Tatoeba,Bible,NER,RoundtripBibleProxy	yes	yes	yes	0	yes	7939	/disk3/moon/paralleltext/bibles/corpus/fao-x-bible.txt	yes	yes	yes	no	no	yes	not_available_locally_no_language_list
tat_Cyrl	tat	Tatar	Cyrl	4708088	1M_10M	mid_1M_10M	yes	4	Tatoeba,Bible,NER,POS	4	Tatoeba,Bible,NER,RoundtripBibleProxy	yes	yes	yes	0	yes	7828	/disk3/moon/paralleltext/bibles/corpus/tat-x-bible.txt	yes	yes	yes	no	no	yes	not_available_locally_no_language_list
war_Latn	war	Waray (Philippines)	Latn	2584810	1M_10M	mid_1M_10M	yes	3	Tatoeba,Bible,NER	4	Tatoeba,Bible,NER,RoundtripBibleProxy	yes	yes	yes	0	yes	7901	/disk3/moon/paralleltext/bibles/corpus/war-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
arz_Arab	arz	Egyptian Arabic	Arab	3488224	1M_10M	mid_1M_10M	yes	3	Tatoeba,Bible,NER	4	Tatoeba,Bible,NER,RoundtripBibleProxy	yes	yes	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/arz-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
nno_Latn	nno	Norwegian Nynorsk	Latn	4899103	1M_10M	mid_1M_10M	yes	3	Tatoeba,Bible,NER	4	Tatoeba,Bible,NER,RoundtripBibleProxy	yes	yes	yes	0	yes	7939	/disk3/moon/paralleltext/bibles/corpus/nno-x-bible-1978.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
yor_Latn	yor	Yoruba	Latn	2392359	1M_10M	mid_1M_10M	yes	3	Bible,NER,POS	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/yor-x-bible.txt	yes	yes	yes	no	no	yes	not_available_locally_no_language_list
lin_Latn	lin	Lingala	Latn	1408460	1M_10M	mid_1M_10M	yes	2	Bible,NER	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/lin-x-bible-newworld.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
kin_Latn	kin	Kinyarwanda	Latn	1521612	1M_10M	mid_1M_10M	yes	2	Bible,NER	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7939	/disk3/moon/paralleltext/bibles/corpus/kin-x-bible-2001.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
ibo_Latn	ibo	Igbo	Latn	1543820	1M_10M	mid_1M_10M	yes	2	Bible,NER	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/ibo-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
asm_Beng	asm	Assamese	Beng	1882353	1M_10M	mid_1M_10M	yes	2	Bible,NER	3	Bible,NER,RoundtripLocal	no	no	yes	1	yes	7939	/disk3/moon/paralleltext/bibles/corpus/asm-x-bible-asmfb.txt	yes	yes	no	no	yes	yes	not_available_locally_no_language_list
mri_Latn	mri	Maori	Latn	2046850	1M_10M	mid_1M_10M	yes	2	Bible,NER	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/mri-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
ilo_Latn	ilo	Iloko	Latn	2106531	1M_10M	mid_1M_10M	yes	2	Bible,NER	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/ilo-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
bak_Cyrl	bak	Bashkir	Cyrl	2264196	1M_10M	mid_1M_10M	yes	2	Bible,NER	3	Bible,NER,RoundtripBibleProxy	no	no	yes	0	yes	7866	/disk3/moon/paralleltext/bibles/corpus/bak-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
sun_Latn	sun	Sundanese	Latn	2586011	1M_10M	mid_1M_10M	yes	2	Bible,NER	3	Bible,NER,RoundtripLocal	no	no	yes	1	yes	7938	/disk3/moon/paralleltext/bibles/corpus/sun-x-bible-formal.txt	yes	yes	no	no	yes	yes	not_available_locally_no_language_list
uzb_Cyrl	uzb	Uzbek	Cyrl	3029947	1M_10M	mid_1M_10M	yes	2	Tatoeba,Bible	3	Tatoeba,Bible,RoundtripBibleProxy	yes	yes	yes	0	yes	7857	/disk3/moon/paralleltext/bibles/corpus/uzb-x-bible-cyrillic.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
srp_Cyrl	srp	Serbian	Cyrl	3864091	1M_10M	mid_1M_10M	yes	2	Bible,NER	3	Bible,NER,RoundtripLocal	no	no	yes	1	yes	7941	/disk3/moon/paralleltext/bibles/corpus/srp-x-bible.txt	yes	yes	no	no	yes	yes	not_available_locally_no_language_list
oci_Latn	oci	Occitan (post 1500)	Latn	1449128	1M_10M	mid_1M_10M	yes	2	Tatoeba,NER	2	Tatoeba,NER	yes	yes	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
ast_Latn	ast	Asturian	Latn	4683554	1M_10M	mid_1M_10M	yes	2	Tatoeba,NER	2	Tatoeba,NER	yes	yes	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
hmo_Latn	hmo	Hiri Motu	Latn	1033636	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7938	/disk3/moon/paralleltext/bibles/corpus/hmo-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
haw_Latn	haw	Hawaiian	Latn	1062491	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	6792	/disk3/moon/paralleltext/bibles/corpus/haw-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
bis_Latn	bis	Bislama	Latn	1070170	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7825	/disk3/moon/paralleltext/bibles/corpus/bis-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
efi_Latn	efi		Latn	1082621	1M_10M	mid_1M_10M	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/efi-x-bible-newworld.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
bem_Latn	bem	Bemba (Zambia)	Latn	1111969	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/bem-x-bible-newworld.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
ewe_Latn	ewe	Ewe	Latn	1161605	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7927	/disk3/moon/paralleltext/bibles/corpus/ewe-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
srn_Latn	srn	Sranan Tongo	Latn	1172349	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7923	/disk3/moon/paralleltext/bibles/corpus/srn-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
ton_Latn	ton	Tonga (Tonga Islands)	Latn	1216118	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/ton-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
gaa_Latn	gaa	Ga	Latn	1222307	1M_10M	mid_1M_10M	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7917	/disk3/moon/paralleltext/bibles/corpus/gaa-x-bible-newworld.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
